Name,User,Startdate,Enddate,trap_type,trap_code,trap_status,PBS_code,PBS_type,number_containers,Field_visit_completed,remarks,contact_person_name,contact_person_email,contact_person_tel,contact_remarks,PoE_name,PoE_code,PoE_type,PoE_street,PoE_municipality,PoE_website,PoE_remarks
M17BAB012AUG18,Isra Deblauwe,18-08-2017 02:00:00,31-08-2017 14:07:59,BG-Sentinel trap,B012,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17MBL007OKT18,Isra Deblauwe,18-10-2017 02:00:00,,Larval sampling,,,,,,No,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17E7O108SEP13,Isra Deblauwe,13-09-2017 02:00:00,11-10-2017 14:09:17,Oviposition trap,O108,Polystyrene gone,,,,Yes,"trap placed higher in bush, trap gone on 11/10",,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17E2L008OKT23,Isra Deblauwe,23-10-2017 02:00:00,,Larval sampling,,,,,,No,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17BAO064AUG18,Isra Deblauwe,18-08-2017 02:00:00,31-08-2017 14:10:19,Oviposition trap,O064,Polystyrene gone,,,,Yes,tyre not found,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17ATO009AUG29,Isra Deblauwe,29-08-2017 02:00:00,26-09-2017 10:02:53,Oviposition trap,O009,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17ACO054AUG17,Isra Deblauwe,17-08-2017 02:00:00,31-08-2017 14:02:03,Oviposition trap,O054,OK,,,,Yes,,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17MBO190OKT31,Isra Deblauwe,31-10-2017 01:00:00,28-11-2017 08:44:15,Oviposition trap,O190,OK,,,,Yes,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17ETO244OKT06,Isra Deblauwe,06-10-2017 02:00:00,03-11-2017 09:18:27,Oviposition trap,O244,OK,,,,Yes,"hole in trap, new trap placed on 3/11",William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17ALO256SEP08,Isra Deblauwe,08-09-2017 02:00:00,06-10-2017 14:30:52,Oviposition trap,O256,OK,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17PAO025SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 14:27:48,Oviposition trap,O025,OK,,,,Yes,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17ACO060SEP28,Isra Deblauwe,28-09-2017 02:00:00,26-10-2017 11:22:35,Oviposition trap,O060,Stopped working,,,,Yes,trap gone new trap placed same place ,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17MMO226OKT03,Isra Deblauwe,03-10-2017 02:00:00,31-10-2017 12:05:11,Oviposition trap,O226,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17PZO094OKT25,Isra Deblauwe,25-10-2017 02:00:00,22-11-2017 07:39:43,Oviposition trap,O094,Polystyrene gone,,,,Yes,trap gone,Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17SPO314AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 10:43:18,Oviposition trap,O314,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17VPM038SEP22,Isra Deblauwe,22-09-2017 02:00:00,06-10-2017 11:05:35,Mosquito Magnet trap,M038,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17EBL008SEP13,Isra Deblauwe,13-09-2017 02:00:00,,Larval sampling,,,,,,No,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17E4L010OKT17,Isra Deblauwe,17-10-2017 02:00:00,,Larval sampling,,,,,,No,,,H6322@accor.com ,087 85 11 00,,E40 (A3) Hotel Ibis (Raeren),E4,Parking lot,Aire de repos de Lichtenbusch Autoroute E40 n°4,Raeren,https://www.accorhotels.com/nl/hotel-6322-ibis-budget-aachen-raeren-grenze/index.shtml#section-location ,
M17BAO066SEP28,Isra Deblauwe,28-09-2017 02:00:00,26-10-2017 12:59:04,Oviposition trap,O066,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17E2O120AUG28,Isra Deblauwe,28-08-2017 02:00:00,25-09-2017 12:14:06,Oviposition trap,O120,Polystyrene next to trap,,,,Yes,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17HAO264AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 09:24:04,Oviposition trap,O264,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ABO016SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 12:27:02,Oviposition trap,O016,OK,,,,Yes,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17ABB010SEP12,Isra Deblauwe,12-09-2017 02:00:00,26-09-2017 10:51:35,BG-Sentinel trap,B010,OK,,,,Yes,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17EBL010SEP13,Isra Deblauwe,13-09-2017 02:00:00,,Larval sampling,,,,,,No,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17MCM028AUG31,Isra Deblauwe,31-08-2017 02:00:00,14-09-2017 09:28:13,Mosquito Magnet trap,M028,Stopped working,,,,Yes,lichtje was uit en af en toe rood pinken - 14/09 - batterei + gasfles + netje + r-octenol vervangen - na 15 min  - lampje groen = ok,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17HAL030OKT16,Isra Deblauwe,16-10-2017 02:00:00,16-10-2017 17:29:44,Larval sampling,,,hal030,Tyre,24,Yes,"zone 3, (old hal005)",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17MBO182AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 11:34:39,Oviposition trap,O182,OK,,,,Yes,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17E3O126OKT23,Isra Deblauwe,23-10-2017 02:00:00,20-11-2017 14:58:14,Oviposition trap,O126,OK,,,,No,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17BAM029SEP15,Isra Deblauwe,15-09-2017 02:00:00,28-09-2017 14:25:28,Mosquito Magnet trap,M029,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17HAO283AUG21,Isra Deblauwe,21-08-2017 02:00:00,,Oviposition trap,O283,OK,,,,No,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17EBB013AUG30,Isra Deblauwe,30-08-2017 02:00:00,13-09-2017 10:36:57,BG-Sentinel trap,B013,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17EBO082OKT25,Isra Deblauwe,25-10-2017 02:00:00,22-11-2017 10:22:23,Oviposition trap,O082,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17MCO045OKT12,Isra Deblauwe,12-10-2017 15:13:45,26-10-2017 08:40:19,Oviposition trap,O045,,,,,Yes,new trap placed 12/10,,,,,,,,,,,
M17EBO081NOV22,Isra Deblauwe,22-11-2017 01:00:00,,Oviposition trap,O081,OK,,,,No,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17ETO243NOV03,Isra Deblauwe,03-11-2017 01:00:00,30-11-2017 07:18:17,Oviposition trap,O243,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17EBO090DEC20,Isra Deblauwe,20-12-2017 01:00:00,,Oviposition trap,O090,OK,,,,No,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17RAO148SEP20,Isra Deblauwe,20-09-2017 14:37:11,17-10-2017 12:30:54,Oviposition trap,O148,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17AZO036SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 11:53:00,Oviposition trap,O036,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17PAO026SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 14:11:05,Oviposition trap,O026,OK,,,,Yes,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17ATO002OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 09:03:43,Oviposition trap,O002,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17AZO037OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 06:16:19,Oviposition trap,O056,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17SPO319OKT30,Isra Deblauwe,30-10-2017 01:00:00,27-11-2017 08:29:56,Oviposition trap,O319,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17ACO052OKT26,Isra Deblauwe,26-10-2017 02:00:00,24-11-2017 12:04:39,Oviposition trap,O052,Polystyrene gone,,,,Yes,trap gone,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17MMO211SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 13:02:24,Oviposition trap,O211,Stopped working,,,,Yes,trap gone - 03/09 - new trap placed same location ,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17E3O126AUG28,Isra Deblauwe,28-08-2017 02:00:00,25-09-2017 14:01:50,Oviposition trap,O126,Polystyrene gone,,,,Yes,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17MMO214AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 12:53:32,Oviposition trap,O214,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17HAO310SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 18:20:23,Oviposition trap,O310,Polystyrene gone,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ACO052AUG17,Isra Deblauwe,17-08-2017 02:00:00,31-08-2017 13:57:03,Oviposition trap,O052,OK,,,,Yes,,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17BAL003SEP15,Isra Deblauwe,15-09-2017 02:00:00,15-09-2017 10:46:25,Larval sampling,,,bal003,Plastic sheet,2,Yes,"pink sheet in open container, sheets on tyre pieces",Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17HAO281AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 16:12:18,Oviposition trap,O281,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ROO163SEP20,Isra Deblauwe,20-09-2017 11:49:27,17-10-2017 11:05:34,Oviposition trap,O163,Polystyrene gone,,,,Yes,filter paper added,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17MCO049AUG31,Isra Deblauwe,31-08-2017 02:00:00,,Oviposition trap,O049,OK,,,,No,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17AZO033SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 11:12:01,Oviposition trap,O033,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17HAO289AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 11:23:35,Oviposition trap,O289,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17VPO240AUG25,Isra Deblauwe,25-08-2017 02:00:00,08-09-2017 14:12:05,Oviposition trap,O240,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17RAO135SEP20,Isra Deblauwe,20-09-2017 17:02:32,17-10-2017 14:28:52,Oviposition trap,O135,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17MMO212AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 12:27:41,Oviposition trap,O212,Polystyrene next to trap,,,,Yes,ovitrap omgevallen,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17MML011SEP05,Isra Deblauwe,05-09-2017 12:06:49,05-09-2017 12:06:52,Larval sampling,,,mml011,Metal container,1,Yes,white bath tub,,,,,,MM,,,,,
M17VPO238NOV03,Isra Deblauwe,03-11-2017 01:00:00,30-11-2017 09:41:38,Oviposition trap,O238,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17AZO038SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 11:27:22,Oviposition trap,O038,Polystyrene next to trap,,,,Yes,blown away by wind,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17PAO022AUG29,Isra Deblauwe,29-08-2017 02:00:00,26-09-2017 12:26:58,Oviposition trap,O022,Polystyrene next to trap,,,,Yes,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17E3O127SEP25,Isra Deblauwe,25-09-2017 02:00:00,,Oviposition trap,O127,OK,,,,No,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17BAO066AUG18,Isra Deblauwe,18-08-2017 02:00:00,31-08-2017 14:14:01,Oviposition trap,O066,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17E2O117AUG28,Isra Deblauwe,28-08-2017 02:00:00,25-09-2017 11:59:21,Oviposition trap,O117,Polystyrene gone,,,,Yes,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17ROO155SEP20,Isra Deblauwe,20-09-2017 12:39:25,17-10-2017 11:45:25,Oviposition trap,O155,OK,,,,Yes,,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17BAO070SEP28,Isra Deblauwe,28-09-2017 02:00:00,26-10-2017 13:02:08,Oviposition trap,O070,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17BAO070AUG18,Isra Deblauwe,18-08-2017 02:00:00,31-08-2017 14:13:48,Oviposition trap,O070,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17HAO266OKT30,Isra Deblauwe,30-10-2017 01:00:00,27-11-2017 07:55:16,Oviposition trap,O266,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17EBL005OKT11,Isra Deblauwe,11-10-2017 02:00:00,11-10-2017 09:11:27,Larval sampling,,,,l005,0,Yes,non found with water,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
